gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,67,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),116.49,8016.43,Yes
Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),49.09,3623.82,No
Male,0,Yes,No,55,Yes,No,DSL,No,No,No,Yes,No,No internet service,Two year,No,Electronic check,24.03,1236.58,No
Female,0,No,No,16,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,30.25,473.0,No
Female,1,No,No,12,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),53.97,628.93,Yes
Female,0,No,Yes,27,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,97.41,2786.78,Yes
Female,0,No,No,33,Yes,No,No,No,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),79.94,2579.19,No
Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),97.76,5070.77,No
Male,0,No,No,52,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.68,6304.55,No
Female,0,Yes,Yes,37,Yes,Yes,No,No,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),30.32,1076.58,Yes
Male,0,No,No,15,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,Two year,No,Electronic check,71.79,1162.75,No
Female,0,No,Yes,65,No,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),81.72,5505.88,Yes
Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.52,4240.57,Yes
Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,64.19,184.96,Yes
Male,0,Yes,Yes,72,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.6,2062.65,No
Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,Yes,Electronic check,23.98,126.72,Yes
Male,0,Yes,No,9,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,One year,Yes,Electronic check,22.38,186.59,No
Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,84.88,92.14,No
Male,0,Yes,No,30,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,28.29,831.92,No
Female,0,No,No,71,No,Yes,No,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,55.59,4190.41,No
Male,0,No,No,20,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),111.54,2106.22,No
Male,0,Yes,No,27,Yes,No,No,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,35.11,867.29,No
Female,1,Yes,No,63,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Two year,No,Credit card (automatic),66.23,4459.13,Yes
Female,0,Yes,No,31,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.4,2998.91,Yes
Male,0,No,Yes,19,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.26,753.67,Yes
Female,1,No,No,62,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,20.23,1157.04,Yes
Male,0,No,No,7,No,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),97.34,678.25,Yes
Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,92.33,3369.25,Yes
Male,0,No,Yes,71,No,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,117.96,8242.03,No
Female,1,No,No,8,No,No phone service,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.86,694.06,Yes
Male,0,Yes,Yes,57,No,Yes,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,49.53,2789.55,No
Male,0,No,No,28,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,31.23,836.14,No
Female,0,No,No,17,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,28.09,486.8,Yes
Female,0,No,No,11,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.07,985.99,No
Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),53.63,846.16,No
Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),102.85,3388.1,Yes
Male,0,No,No,6,No,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Electronic check,30.7,178.76,No
Male,0,Yes,Yes,12,Yes,Yes,No,No,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,116.33,1292.87,No
Male,0,Yes,No,61,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,One year,No,Electronic check,24.1,1601.66,No
Male,0,Yes,No,36,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.75,3758.54,Yes
Female,1,No,No,35,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3337.82,Yes
Male,0,No,No,67,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.54,5199.01,Yes
Male,0,No,No,63,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,119.24,7818.2,Yes
Female,0,No,No,40,Yes,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),18.46,724.82,Yes
Male,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),65.45,1929.41,No
Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),28.79,962.32,No
Male,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),70.51,361.28,Yes
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,37.95,158.42,Yes
Male,0,Yes,No,26,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,63.53,1789.94,No
Male,0,No,No,24,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,21.88,493.05,No
Female,1,No,No,39,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),64.23,2648.39,Yes
Female,1,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,86.01,4372.34,Yes
Male,0,No,No,54,No,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,107.66,5468.09,Yes
Male,0,No,No,38,Yes,No,DSL,No,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,112.59,4644.18,No
Female,0,No,No,54,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),54.04,2782.97,No
Male,1,No,Yes,19,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),100.39,1939.42,No
Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,107.68,2846.48,Yes
Male,1,Yes,No,52,No,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,116.9,5883.27,No
Female,0,No,No,61,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),62.84,3839.56,No
Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.6,6573.55,No
Female,0,No,No,22,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,44.56,996.41,No
Male,0,No,Yes,17,Yes,Yes,No,No,No,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),96.27,1534.91,No
Female,0,Yes,No,11,Yes,Yes,No,No internet service,No,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,99.56,1197.1,No
Female,0,Yes,No,39,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),105.08,4119.01,Yes
Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,100.94,6063.19,No
Female,0,No,No,49,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),98.19,4487.18,No
Male,0,Yes,No,61,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Electronic check,87.65,5420.0,No
Female,0,Yes,No,12,Yes,No,No,No,No internet service,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.32,325.78,No
Male,0,Yes,Yes,13,No,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,55.95,756.63,No
Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,43.18,2571.71,Yes
Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,62.17,690.42,No
Male,0,Yes,Yes,64,Yes,No phone service,DSL,No,Yes,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),111.49,6990.26,Yes
Male,1,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),80.63,2479.16,No
Female,0,Yes,Yes,11,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,26.56,293.77,Yes
Male,0,Yes,No,43,Yes,No phone service,DSL,No,Yes,No,No internet service,No,No internet service,Two year,No,Mailed check,48.46,1967.82,No
Male,0,No,Yes,36,No,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),104.89,3631.84,Yes
Female,0,Yes,Yes,2,Yes,No,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),56.28,120.48,No
Female,0,Yes,No,61,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,18.73,1043.72,No
Male,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,97.09,3702.12,Yes
Male,0,Yes,No,49,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,32.35,1545.97,Yes
Female,0,Yes,No,27,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,30.44,805.41,No
Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,80.92,946.71,Yes
Male,1,No,No,58,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,76.03,4497.98,Yes
Female,1,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.82,326.17,Yes
Male,0,No,No,44,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),39.18,1701.42,Yes
Male,0,No,Yes,47,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,28.56,1240.38,No
Male,0,Yes,Yes,23,No,Yes,No,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),30.4,761.05,Yes
Male,0,No,No,26,Yes,Yes,No,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),93.04,2557.33,Yes
Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,Yes,No,Yes,No,One year,No,Bank transfer (automatic),109.83,765.85,No
Female,0,No,No,32,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,75.32,2245.75,No
Female,1,Yes,No,33,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),83.87,3008.24,No
Female,1,No,No,20,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),117.26,2194.11,No
Female,0,No,No,69,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),19.6,1258.87,No
Male,0,Yes,Yes,52,Yes,Yes,No,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Mailed check,33.9,1651.35,No
Male,0,No,No,42,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,65.96,2544.21,No
Male,0,Yes,No,1,Yes,No,No,No,Yes,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),26.98,25.17,No
Male,0,No,Yes,63,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),44.71,2897.42,No
Female,0,No,No,7,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.55,379.5,Yes
Male,1,Yes,No,58,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,90.02,5163.79,No
Male,0,Yes,Yes,50,Yes,Yes,No,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,31.48,1589.0,No
Female,0,Yes,No,34,No,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,79.37,2799.0,No
Female,0,No,No,51,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,23.29,1110.29,No
Female,0,Yes,Yes,10,Yes,No,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),63.62,638.52,Yes
Female,0,No,No,26,Yes,No,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),28.07,797.59,No
Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,Yes,Mailed check,68.82,2179.01,No
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,One year,No,Credit card (automatic),60.38,2597.74,No
Female,0,No,Yes,62,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),56.72,3857.59,No
Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,100.86,1197.27,No
Male,1,Yes,No,40,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,70.66,2808.84,No
Male,0,Yes,No,34,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Mailed check,45.72,1629.42,No
Female,0,No,No,70,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),100.91,6866.78,Yes
Male,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.12,1795.58,Yes
Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,117.5,865.9,No
Male,0,Yes,Yes,47,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,68.5,3376.89,Yes
Male,1,No,No,26,Yes,No,DSL,No,No internet service,No,No,No,No internet service,One year,Yes,Credit card (automatic),102.17,2652.69,No
Male,1,No,No,57,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,18.14,996.95,No
Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,43.63,282.2,Yes
Male,0,Yes,No,26,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,21.01,594.2,Yes
Female,0,No,No,59,Yes,No,No,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,73.91,4026.92,No
Female,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,No,Mailed check,66.25,5016.73,No
Female,0,Yes,No,47,Yes,No,No,No,No internet service,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),95.36,4581.75,No
Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,29.51,1100.24,Yes
Male,0,No,Yes,30,No,Yes,No,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,102.7,3014.67,Yes
Male,0,No,No,50,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Mailed check,25.36,1192.75,No
Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,104.16,2333.98,No
Female,1,No,Yes,30,No,Yes,No,No,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),74.23,2357.45,Yes
Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,Yes,Electronic check,27.31,1429.61,No
Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),21.16,1363.11,Yes
Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,99.38,3208.7,No
Female,0,No,Yes,8,No,No,No,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,50.35,408.82,No
Male,0,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),114.4,5414.22,No
Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),118.73,6010.68,No
Male,1,No,No,46,No,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Mailed check,99.82,4990.17,No
Male,0,No,Yes,35,Yes,Yes,No,Yes,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,95.76,3173.13,No
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,91.04,5724.2,Yes
Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,No,Credit card (automatic),38.28,1911.74,No
Female,0,No,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,33.69,1991.67,Yes
Female,0,Yes,Yes,8,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,59.25,465.7,No
Male,1,No,No,34,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,114.41,4067.67,No
Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,21.38,536.73,No
Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),101.7,4408.18,Yes
Female,0,No,Yes,43,Yes,No,DSL,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Mailed check,60.0,2530.26,Yes
Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),21.3,1052.84,No
Male,1,No,No,13,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),36.19,455.87,No
Female,1,Yes,Yes,46,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,118.09,4953.29,Yes
Male,0,No,No,53,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),101.15,5764.54,No
Female,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),102.47,7044.35,No
Male,0,Yes,No,2,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.0,154.57,Yes
Male,0,Yes,No,40,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,22.02,831.39,Yes
Male,1,Yes,Yes,23,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.44,2411.72,No
Male,0,Yes,No,59,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,66.3,4202.18,No
Female,0,No,Yes,69,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,90.91,6525.44,No
Female,0,No,Yes,34,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),94.07,3364.15,Yes
Female,0,Yes,No,27,No,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,22.11,574.5,No
Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),40.98,2384.02,Yes
Female,0,No,No,4,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No,One year,No,Electronic check,102.96,385.42,No
Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),68.12,4819.85,No
Female,0,No,No,72,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,21.24,1446.23,No
Male,0,No,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,115.84,8287.38,No
Male,0,No,Yes,27,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),81.04,2142.07,Yes
